name,category_list,market,status,country_code,city,Cluster,SubCluster,SubCluster_Name,funding_total_usd,funding_rounds,early_stage_funding,venture,debt_financing,private_equity,stage_level,early_stage_funding_ratio,venture_ratio,debt_financing_ratio,private_equity_ratio
#waywire,|Entertainment|Politics|Social Media|News|, News ,acquired,USA,New York,0,2,Small seed-stage,1750000.0,1.0,1750000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
&TV Communications,|Games|, Games ,operating,USA,Los Angeles,0,1,Small / early venture-backed,4000000.0,2.0,0.0,4000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
'Rock' Your Paper,|Publishing|Education|, Publishing ,operating,EST,Tallinn,0,2,Small seed-stage,40000.0,1.0,40000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
(In)Touch Network,|Electronics|Guides|Coffee|Restaurants|Music|iPhone|Apps|Mobile|iOS|E-Commerce|, Electronics ,operating,GBR,London,0,2,Small seed-stage,1500000.0,1.0,1500000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
0-6.com,|Curated Web|, Curated Web ,operating,,,0,1,Small / early venture-backed,2000000.0,1.0,0.0,2000000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
01Games Technology,|Games|, Games ,operating,HKG,Hong Kong,0,2,Small seed-stage,41250.0,1.0,41250.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
"1,2,3 Listo",|E-Commerce|, E-Commerce ,operating,CHL,Las Condes,0,2,Small seed-stage,40000.0,1.0,40000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
10 Minutes With,|Education|, Education ,operating,GBR,London,0,1,Small / early venture-backed,4400000.0,2.0,400000.0,4000000.0,0.0,0.0,1,0.09090909090909091,0.9090909090909091,0.0,0.0
1000 Corks,|Search|, Search ,operating,USA,Lake Oswego,0,2,Small seed-stage,40000.0,1.0,40000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
1000 Markets,|Marketplaces|Art|E-Commerce|, Marketplaces ,acquired,,,0,2,Small seed-stage,500000.0,1.0,500000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
1000memories,|Curated Web|, Curated Web ,acquired,USA,San Francisco,0,1,Small / early venture-backed,2535000.0,2.0,15000.0,2520000.0,0.0,0.0,1,0.005917159763313609,0.9940828402366864,0.0,0.0
100e.com,|Education|, Education ,operating,CHN,Beijing,0,1,Small / early venture-backed,4500000.0,2.0,0.0,4500000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
100health,|Health Care Information Technology|, Health Care Information Technology ,operating,USA,Madison,0,2,Small seed-stage,420000.0,1.0,420000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
100Plus,|Analytics|, Analytics ,acquired,USA,San Francisco,0,0,Early-stage multi-round,1250000.0,2.0,750000.0,500000.0,0.0,0.0,0,0.6,0.4,0.0,0.0
1010data,|Software|, Software ,operating,USA,New York,0,1,Small / early venture-backed,35000000.0,1.0,0.0,35000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
10BestThings,|Curated Web|, Curated Web ,closed,USA,Cleveland,0,2,Small seed-stage,50000.0,1.0,50000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
10sec,|Social Commerce|E-Commerce|Mobile Commerce|, Mobile Commerce ,operating,,,0,0,Early-stage multi-round,1600000.0,2.0,1600000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
10seconds Software,|Mobility|Enterprise Software|Software|, Mobility ,operating,AUS,Sydney,0,2,Small seed-stage,100000.0,1.0,100000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
11i Solutions,|Enterprise Software|, Enterprise Software ,operating,USA,Huntsville,0,1,Small / early venture-backed,1800000.0,1.0,0.0,1800000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
121cast,|Audio|Music|Mobile|, Mobile ,operating,AUS,Melbourne,0,0,Early-stage multi-round,270000.0,2.0,270000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
121nexus,|Politics|Technology|Medical Devices|Pharmaceuticals|Personalization|Software|, Pharmaceuticals ,operating,USA,Providence,0,0,Early-stage multi-round,794000.0,6.0,794000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
1234ENTER,|Small and Medium Businesses|Education|Analytics|Internet Marketing|Business Services|Advertising|E-Commerce|, Advertising ,operating,,,0,0,Early-stage multi-round,650267.0,2.0,500000.0,150267.0,0.0,0.0,0,0.7689149226394696,0.23108507736053036,0.0,0.0
1248,|Software|, Software ,operating,GBR,Cambridge,0,2,Small seed-stage,378812.0,1.0,378812.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
12Return,|SaaS|Software|Retail|, Software ,operating,NLD,Gorinchem,0,2,Small seed-stage,619494.0,1.0,619494.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
13th Lab,|iPad|Games|Augmented Reality|Computer Vision|Mobile|, Mobile ,operating,SWE,Stockholm,0,2,Small seed-stage,700000.0,1.0,700000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
140Fire,|Entertainment|Sports|Real Time|Social Media|Video|Advertising|, Entertainment ,operating,USA,Santa Monica,0,2,Small seed-stage,500000.0,1.0,500000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
15Five,|Software|, Software ,operating,USA,San Francisco,0,0,Early-stage multi-round,3400000.0,3.0,3400000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
15MinutesNOW,|Games|, Games ,operating,,,0,2,Small seed-stage,200000.0,1.0,200000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
16 Mile Solutions,|Software|, Software ,operating,USA,Seattle,0,1,Small / early venture-backed,199957.0,1.0,0.0,199957.0,0.0,0.0,0,0.0,1.0,0.0,0.0
169 ST.,|Entertainment|Games|, Games ,operating,USA,Lake Mary,0,2,Small seed-stage,50000.0,1.0,50000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
170 Systems,|Software|, Software ,acquired,USA,Bedford,0,1,Small / early venture-backed,14000000.0,1.0,0.0,14000000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
1871,|Designers|Startups|Non Profit|Internet|, Designers ,operating,USA,Chicago,0,2,Small seed-stage,2500000.0,1.0,2500000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
1calendar,|Advertising|Mobile|Internet|Education|, Education ,operating,DNK,Copenhagen,0,2,Small seed-stage,40000.0,1.0,40000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
1DayMakeover,|Shopping|Cosmetics|Personal Health|Lifestyle|Fashion|E-Commerce|, E-Commerce ,closed,USA,Santa Ana,0,2,Small seed-stage,50000.0,1.0,50000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
1Energy Systems,|Software|, Software ,operating,USA,Seattle,0,1,Small / early venture-backed,1450000.0,1.0,0.0,1450000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
1EQ,|Mobile Health|Health and Wellness|, Mobile Health ,operating,,,0,0,Early-stage multi-round,2100000.0,3.0,2100000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
1Lay,|Mobile Security|Mobile Devices|Tablets|Mobile|Security|, Mobile Security ,operating,,,0,2,Small seed-stage,170000.0,1.0,170000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
1Mind,|Social Media|, Social Media ,operating,USA,Hampton Falls,0,2,Small seed-stage,500000.0,1.0,500000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
1SDK,|SaaS|Predictive Analytics|Monetization|Mobile|, Predictive Analytics ,operating,DEU,Berlin,0,0,Early-stage multi-round,156000.0,2.0,156000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
1spire,|Manufacturing|, Manufacturing ,operating,USA,Houston,0,1,Small / early venture-backed,30000.0,1.0,0.0,30000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
1stGig.com,|E-Commerce|, E-Commerce ,operating,USA,Saratoga Springs,0,2,Small seed-stage,750000.0,1.0,750000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
2 Minutes,|Games|, Games ,operating,FRA,Paris,0,1,Small / early venture-backed,1660000.0,1.0,0.0,1660000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
20/20 Gene Systems Inc.,|Biotechnology|, Biotechnology ,operating,USA,Rockville,0,1,Small / early venture-backed,150000.0,1.0,0.0,150000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
20:20 Mobile,|Mobile|, Mobile ,operating,IRL,Cree,0,1,Small / early venture-backed,29750000.0,1.0,0.0,29750000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
20lines,|Publishing|Education|Parenting|Curated Web|, Curated Web ,operating,ITA,Roncade,0,0,Early-stage multi-round,1236454.0,3.0,1236454.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
21Cake Food Co.,|Manufacturing|Hospitality|, Manufacturing ,operating,CHN,Beijing,0,2,Small seed-stage,1464128.0,1.0,1464128.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
2.10E+07,|Technology|Big Data|Mobile|, Big Data ,operating,USA,San Francisco,0,1,Small / early venture-backed,5050000.0,1.0,0.0,5050000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
21GRAMS,|Software|, Software ,operating,SWE,Stockholm,0,1,Small / early venture-backed,2580000.0,1.0,0.0,2580000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
22seeds,|Web Tools|Android|iPhone|Web Development|Internet|Mobile|Sales and Marketing|Apps|Software|, Software ,operating,ISR,Tel Aviv,0,2,Small seed-stage,250000.0,1.0,250000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
2359 Media,|Mobile|, Mobile ,operating,SGP,Singapore,0,1,Small / early venture-backed,615000.0,1.0,0.0,615000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
23press,|Blogging Platforms|Software|, Blogging Platforms ,operating,CAN,Toronto,0,2,Small seed-stage,50000.0,1.0,50000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
24 Media Network,|News|, News ,operating,SWE,Stockholm,0,1,Small / early venture-backed,1209701.0,2.0,0.0,1024250.0,0.0,0.0,0,0.0,0.8466968283898253,0.0,0.0
24/7 Card,|Finance|, Finance ,closed,USA,Los Angeles,0,1,Small / early venture-backed,3452941.0,3.0,0.0,3452941.0,0.0,0.0,0,0.0,1.0,0.0,0.0
247 Techies,|Hardware + Software|, Hardware + Software ,operating,USA,New York,0,2,Small seed-stage,600000.0,1.0,600000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
24Fundraiser.com,|Non Profit|Social Fundraising|, Social Fundraising ,operating,USA,Willowbrook,0,2,Small seed-stage,400000.0,1.0,400000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
24M Technologies,|Clean Technology|, Clean Technology ,operating,USA,Cambridge,0,1,Small / early venture-backed,16000000.0,1.0,0.0,16000000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
24PageBooks,|Software|, Software ,closed,USA,Rochester,0,2,Small seed-stage,50000.0,1.0,50000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
24tidy,|Services|, Services ,operating,CHN,,0,1,Small / early venture-backed,1856561.0,2.0,164473.0,1692088.0,0.0,0.0,1,0.08859014058789343,0.9114098594121066,0.0,0.0
24x7 Learning,|Systems|Education|, Education ,operating,IND,Bangalore,0,1,Small / early venture-backed,4000000.0,1.0,0.0,4000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
250ok,|Software|, Software ,operating,USA,Indianapolis,0,2,Small seed-stage,200000.0,1.0,200000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
25eight,|DIY|Electronics|Software|, Software ,closed,,,0,2,Small seed-stage,25000.0,1.0,25000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
265 Network,|Software|, Software ,operating,CHN,Beijing,0,1,Small / early venture-backed,2000000.0,1.0,0.0,2000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
27 Perry,|Finance|Marketplaces|E-Commerce|, E-Commerce ,closed,USA,Boulder,0,2,Small seed-stage,118000.0,1.0,118000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
280 North,|Presentations|Software|, Software ,acquired,,,0,0,Early-stage multi-round,250000.0,2.0,250000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
28msec,|Cloud Computing|Web Development|Databases|Software|, Software ,operating,USA,Palo Alto,0,1,Small / early venture-backed,5844811.0,1.0,0.0,5844811.0,0.0,0.0,0,0.0,1.0,0.0,0.0
2Catalyze,|Software|, Software ,operating,CAN,Toronto,0,1,Small / early venture-backed,6785876.0,1.0,0.0,6785876.0,0.0,0.0,0,0.0,1.0,0.0,0.0
2CRisk,|Software|, Software ,operating,AUS,Brisbane,0,0,Early-stage multi-round,383000.0,2.0,383000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
2DHeat,|Clean Technology|, Clean Technology ,operating,GBR,Warrington,0,0,Early-stage multi-round,474116.0,4.0,474116.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
2DOLife.com,|Finance|Software|, Software ,operating,USA,San Pablo,0,2,Small seed-stage,250000.0,1.0,250000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
2GO Mobile Solutions,|Software|, Software ,operating,USA,Plano,0,2,Small seed-stage,275000.0,1.0,275000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
2houses,|Curated Web|, Curated Web ,operating,BEL,Bel,0,1,Small / early venture-backed,966728.0,2.0,106626.0,860102.0,0.0,0.0,1,0.11029576054484819,0.8897042394551518,0.0,0.0
2NGageU,|Social + Mobile + Local|Mobile Social|Mobile|MMO Games|Internet|Entertainment|Social Network Media|Consumers|Women|Games|, Mobile Social ,operating,USA,Williston,0,2,Small seed-stage,58000.0,1.0,58000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
2sms,|Messaging|, Messaging ,operating,USA,Schaumburg,0,1,Small / early venture-backed,939000.0,1.0,0.0,939000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
2threads,|Art|Beauty|Lifestyle|Music|Social Network Media|Fashion|Social Media|, Art ,operating,AUS,Sydney,0,0,Early-stage multi-round,300000.0,2.0,300000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
2Vancouver,|Navigation|Tourism|E-Commerce|, Navigation ,operating,CAN,Vancouver,0,1,Small / early venture-backed,80000.0,1.0,0.0,80000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
30 Second Showcase,|Apps|Mobile|Design|Photography|Finance|Creative|Software|, Photography ,operating,USA,Clifton,0,2,Small seed-stage,25000.0,1.0,25000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
360Guanxi,|Pharmaceuticals|Life Sciences|Biotechnology|Media|News|, Life Sciences ,operating,CHN,Shanghai,0,1,Small / early venture-backed,5000000.0,1.0,0.0,5000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
360imaging,|Dental|Biotechnology|, Biotechnology ,operating,USA,Atlanta,0,1,Small / early venture-backed,1000000.0,2.0,0.0,1000000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
360incentives.com,|Software|, Software ,operating,CAN,Whitby,0,1,Small / early venture-backed,7650000.0,1.0,0.0,7650000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
360Learning,|Corporate Training|Education|, Corporate Training ,operating,FRA,Paris,0,2,Small seed-stage,1543920.0,1.0,1543920.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
360pi,|Semantic Web|Artificial Intelligence|Shopping|Personalization|Sales and Marketing|Web Development|Software|, Artificial Intelligence ,operating,CAN,Ottawa,0,1,Small / early venture-backed,4100000.0,2.0,0.0,4100000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
360SHOP,|Enterprise Software|, Enterprise Software ,operating,CHN,,0,1,Small / early venture-backed,1623640.0,1.0,0.0,1623640.0,0.0,0.0,1,0.0,1.0,0.0,0.0
365looks,|Artificial Intelligence|Technology|Fashion|, Fashion ,operating,ESP,,0,0,Early-stage multi-round,73047.0,2.0,73047.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
37coins,|Bitcoin|, Bitcoin ,operating,USA,Sunnyvale,0,2,Small seed-stage,25000.0,1.0,25000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
37mhealth,|Mobile|, Mobile ,operating,CHN,,0,2,Small seed-stage,1629549.0,1.0,1629549.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
39 Health,|Health and Wellness|, Health and Wellness ,operating,,,0,1,Small / early venture-backed,3750000.0,2.0,0.0,3750000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
3BaysOver,|Online Travel|Networking|Travel|, Online Travel ,operating,CHE,Geneva,0,0,Early-stage multi-round,1719583.0,2.0,1719583.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
3C Plus,|Communications Hardware|Internet|Web Development|VoIP|Contact Centers|Cloud Computing|Customer Service|Software|, Web Development ,operating,BRA,Curitiba,0,2,Small seed-stage,75000.0,1.0,75000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
3CI,|Biotechnology|, Biotechnology ,operating,ITA,Bolzano,0,2,Small seed-stage,133620.0,1.0,133620.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
3ClickEMR Corporation,|Health Care|iPad|Consumer Electronics|Electronic Health Records|Software|, Electronic Health Records ,closed,USA,West Roxbury,0,0,Early-stage multi-round,500000.0,2.0,500000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
3D Biomatrix,|Biotechnology|, Biotechnology ,operating,USA,Ann Arbor,0,2,Small seed-stage,1465000.0,1.0,1465000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
3D Control Systems,|Enterprise Software|, Enterprise Software ,operating,USA,San Francisco,0,2,Small seed-stage,28000.0,1.0,28000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
3D FUTURE VISION II,|Games|, Games ,closed,USA,Longwood,0,1,Small / early venture-backed,503000.0,2.0,0.0,503000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
3D Industri.es,|Search|Visualization|Supply Chain Management|Manufacturing|3D|Curated Web|, 3D ,operating,USA,Cincinnati,0,0,Early-stage multi-round,1200000.0,2.0,1200000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
3D Sports Technology,|Software|, Software ,operating,USA,Minneapolis,0,1,Small / early venture-backed,909940.0,3.0,0.0,909940.0,0.0,0.0,0,0.0,1.0,0.0,0.0
3D Systems,|Software|, Software ,operating,USA,Rock Hill,0,1,Small / early venture-backed,169500000.0,3.0,0.0,19500000.0,0.0,0.0,0,0.0,0.11504424778761062,0.0,0.0
3d Vision Systems,|Hardware + Software|, Hardware + Software ,operating,USA,Ann Arbor,0,1,Small / early venture-backed,150000.0,1.0,0.0,150000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
3DBin,|E-Commerce|, E-Commerce ,operating,USA,Redwood City,0,1,Small / early venture-backed,400000.0,1.0,0.0,400000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
3dCart Shopping Cart Software,|E-Commerce|, E-Commerce ,operating,USA,Lauderhill,0,2,Small seed-stage,1250000.0,1.0,1250000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
3DiVi Company,|Biometrics|Robotics|Kinect|3D|Computer Vision|Software|, Software ,operating,RUS,Miass,0,0,Early-stage multi-round,2670000.0,2.0,2670000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
3DMGAME,|Video|Games|, Video ,operating,,,0,2,Small seed-stage,732064.0,1.0,732064.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
3dplusme,|3D Printing|, 3D Printing ,operating,USA,Salt Lake City,0,1,Small / early venture-backed,200000.0,1.0,0.0,200000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
3DVista,|Curated Web|, Curated Web ,operating,,,0,1,Small / early venture-backed,475000.0,1.0,0.0,475000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
3FLOZ,|Health and Wellness|Beauty|E-Commerce|Retail|Travel|, Health and Wellness ,operating,USA,New York,0,2,Small seed-stage,750000.0,1.0,750000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
3Guppies,|Music|, Music ,operating,USA,Seattle,0,1,Small / early venture-backed,20000000.0,1.0,0.0,20000000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
3GV8 International Inc,|Mobile|, Mobile ,operating,CHN,Beijing,0,1,Small / early venture-backed,746185.0,2.0,0.0,746185.0,0.0,0.0,1,0.0,1.0,0.0,0.0
3Jam,|SMS|Messaging|, Messaging ,operating,USA,San Francisco,0,1,Small / early venture-backed,4000000.0,1.0,0.0,4000000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
3LM,|Enterprises|Android|Mobile|, Android ,acquired,,,0,2,Small seed-stage,1500000.0,1.0,1500000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
3Nod,|Enterprise Software|, Enterprise Software ,operating,CHN,Shenzhen,0,1,Small / early venture-backed,5300000.0,1.0,0.0,5300000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
3P Biopharmaceuticals,|Pharmaceuticals|Biotechnology|, Biotechnology ,operating,ESP,,0,1,Small / early venture-backed,4783500.0,2.0,0.0,4783500.0,0.0,0.0,0,0.0,1.0,0.0,0.0
3Play Media,|Software|, Software ,operating,USA,Cambridge,0,0,Early-stage multi-round,1011601.0,3.0,50000.0,961601.0,0.0,0.0,0,0.04942660199031041,0.9505733980096895,0.0,0.0
3rd Planet,|Travel|Tourism|Curated Web|, Curated Web ,operating,CHN,,0,0,Early-stage multi-round,1500000.0,2.0,500000.0,1000000.0,0.0,0.0,1,0.3333333333333333,0.6666666666666666,0.0,0.0
3rdKind,|Game|, Game ,operating,JPN,Tokyo,0,1,Small / early venture-backed,1000000.0,1.0,0.0,1000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
3ROAM,|Mobile|, Mobile ,operating,FRA,Mougins,0,1,Small / early venture-backed,1394250.0,1.0,0.0,1394250.0,0.0,0.0,0,0.0,1.0,0.0,0.0
3Scan,|Biotechnology|, Biotechnology ,operating,USA,San Francisco,0,0,Early-stage multi-round,390000.0,3.0,390000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
3seventy,|Software|, Software ,operating,USA,Austin,0,2,Small seed-stage,2000000.0,1.0,2000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
3SP Group,|Manufacturing|, Manufacturing ,operating,FRA,,0,1,Small / early venture-backed,13780000.0,1.0,0.0,13780000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
3sun,|Clean Technology|, Clean Technology ,operating,GBR,,0,1,Small / early venture-backed,15152514.0,1.0,0.0,15152514.0,0.0,0.0,0,0.0,1.0,0.0,0.0
3TEN8,|Software|, Software ,operating,USA,Santa Clara,0,2,Small seed-stage,1000000.0,1.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
3Touch,|Software|, Software ,closed,IRL,Athlone,0,1,Small / early venture-backed,272000.0,1.0,0.0,272000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
3V Transaction Services,|Coupons|Retail Technology|Online Shopping|Payments|, Online Shopping ,operating,IRL,Dublin,0,1,Small / early venture-backed,25500000.0,1.0,0.0,25500000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
3yy game platform,|Video|Games|, Video ,operating,,,0,2,Small seed-stage,163934.0,1.0,163934.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
405Labs,|Machine Learning|Network Security|, Machine Learning ,operating,USA,San Diego,0,1,Small / early venture-backed,81000.0,1.0,0.0,81000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
40billion.com,|Venture Capital|Peer-to-Peer|Networking|Finance|Entrepreneur|Crowdfunding|Social Media|, Entrepreneur ,operating,USA,Atlanta,0,0,Early-stage multi-round,1050000.0,3.0,1050000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
410 Labs,|Messaging|, Messaging ,operating,USA,Baltimore,0,1,Small / early venture-backed,750000.0,1.0,0.0,750000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
42,|Enterprise Software|, Enterprise Software ,operating,USA,San Francisco,0,0,Early-stage multi-round,800000.0,2.0,800000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
422 Group,|Software|, Software ,operating,USA,Tucker,0,1,Small / early venture-backed,1000000.0,1.0,0.0,1000000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
46elks,|Mobile|, Mobile ,operating,SWE,Stockholm,0,0,Early-stage multi-round,485610.0,2.0,485610.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
4Cable TV,|Clean Technology|, Clean Technology ,operating,USA,Conway,0,2,Small seed-stage,20900.0,1.0,20900.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
4Less,|Marketplaces|E-Commerce|, Marketplaces ,operating,,,0,2,Small seed-stage,1000000.0,1.0,1000000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
4meee,|E-Commerce|, E-Commerce ,operating,JPN,Tokyo,0,2,Small seed-stage,500000.0,1.0,500000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
4s91.com,|Mobile|, Mobile ,operating,,,0,1,Small / early venture-backed,10000000.0,1.0,0.0,10000000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
4Soils,|Apps|Kids|Religion|Education|, Kids ,operating,USA,Stanford,0,2,Small seed-stage,50000.0,1.0,50000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
4th aspect,|Advertising|Software|, Advertising ,operating,GBR,Sunderland Bridge,0,0,Early-stage multi-round,1121081.0,4.0,1121081.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
5 examples,|Software|, Software ,operating,USA,Morrisville,0,1,Small / early venture-backed,250000.0,1.0,0.0,250000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
5 Million Shoppers,|Internet|Mobile|, Mobile ,operating,USA,Dallas,0,2,Small seed-stage,15000.0,1.0,15000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
5 Minutes,|Games|, Games ,operating,CHN,Shanghai,0,1,Small / early venture-backed,3500000.0,1.0,0.0,3500000.0,0.0,0.0,1,0.0,1.0,0.0,0.0
5 O'Clock Records,|Software|, Software ,operating,USA,New York,0,0,Early-stage multi-round,440000.0,2.0,440000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
5 Screens Media,|Business Services|, Business Services ,operating,,,0,0,Early-stage multi-round,80000.0,2.0,80000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
500Shops,|Online Shopping|E-Commerce|Software|, Online Shopping ,operating,NGA,Yaba,0,2,Small seed-stage,5000.0,1.0,5000.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
51 Auto,|Automotive|, Automotive ,closed,,,0,1,Small / early venture-backed,4500000.0,1.0,0.0,4500000.0,0.0,0.0,0,0.0,1.0,0.0,0.0
5151tuan,|Real Estate|, Real Estate ,operating,CHN,,0,2,Small seed-stage,2928257.0,1.0,2928257.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
51aiya.com,|Health Care|, Health Care ,operating,CHN,Shenzhen,0,2,Small seed-stage,389673.0,1.0,389673.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0
51edj,|E-Commerce|, E-Commerce ,operating,CHN,Beijing,0,1,Small / early venture-backed,1158814.0,2.0,0.0,1000000.0,0.0,0.0,0,0.0,0.8629512587870012,0.0,0.0
