name,category_list,market,funding_total_usd,status,country_code,city,funding_rounds,founded_at,first_funding_at,last_funding_at,venture,debt_financing,private_equity,stage_level,early_stage_funding,early_stage_funding_ratio,venture_ratio,debt_financing_ratio,private_equity_ratio,log_funding_total_usd,log_funding_rounds,log_early_stage_funding,log_venture,log_debt_financing,log_private_equity,SubCluster
CBLPath,|Biotechnology|, Biotechnology ,3200037.0,operating,USA,Ocala,1.0,,2010-03-31,2010-03-31,3200037.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,14.978673242699447,0.6931471805599453,0.0,14.978673242699447,0.0,0.0,1
CBRITE,|Hardware + Software|, Hardware + Software ,10371294.0,operating,USA,Goleta,3.0,2002-01-01,2009-03-27,2013-05-10,10371294.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.1545524518689,1.3862943611198906,0.0,16.1545524518689,0.0,0.0,1
CBTec,|Software|Mobility|Mobile|, Mobile ,276375.0,operating,FIN,Helsinki,1.0,2012-02-08,2014-04-24,2014-04-24,0.0,0.0,0.0,0,276375.0,1.0,0.0,0.0,0.0,12.529517536425477,0.6931471805599453,12.529517536425477,0.0,0.0,0.0,2
CCB Research Group,|Health and Wellness|, Health and Wellness ,125000.0,operating,USA,Lexington,1.0,2012-05-01,2013-12-13,2013-12-13,125000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,11.736077016252437,0.6931471805599453,0.0,11.736077016252437,0.0,0.0,1
CCP Games,|Virtual Worlds|Games|, Virtual Worlds ,36300000.0,operating,ISL,Reykjavík,2.0,1997-06-01,2010-01-07,2012-08-09,36300000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,17.40732832678329,1.0986122886681098,0.0,17.40732832678329,0.0,0.0,1
CDC Corporation,|Enterprise Software|, Enterprise Software ,6500000.0,closed,HKG,Hong Kong,1.0,,2010-09-13,2010-09-13,6500000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.687312888712007,0.6931471805599453,0.0,15.687312888712007,0.0,0.0,1
CDI Bioscience,|Biotechnology|, Biotechnology ,3000000.0,closed,USA,Madison,1.0,,2007-12-10,2007-12-10,3000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,14.914123179965662,0.6931471805599453,0.0,14.914123179965662,0.0,0.0,1
CDP,|Consulting|, Consulting ,6340000.0,operating,CHN,Shanghai,2.0,,2006-10-01,2012-04-01,6340000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.662389484142103,1.0986122886681098,0.0,15.662389484142103,0.0,0.0,1
cdream network,|E-Commerce|, E-Commerce ,6500000.0,operating,CHN,,1.0,,2008-11-01,2008-11-01,6500000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,15.687312888712007,0.6931471805599453,0.0,15.687312888712007,0.0,0.0,1
CE2 Carbon Capital,|Finance|, Finance ,10000000.0,operating,,,1.0,,2010-01-14,2010-01-14,10000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.118095750958314,0.6931471805599453,0.0,16.118095750958314,0.0,0.0,1
Cearna,|Biotechnology|, Biotechnology ,706388.0,operating,USA,Naperville,1.0,2010-01-01,2012-01-11,2012-01-11,706388.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,13.467921356236713,0.6931471805599453,0.0,13.467921356236713,0.0,0.0,1
Cedip Infrared Systems,|Manufacturing|, Manufacturing ,13660000.0,operating,FRA,Croissy-beaubourg,1.0,1989-01-01,2006-06-01,2006-06-01,13660000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.429982485313356,0.6931471805599453,0.0,16.429982485313356,0.0,0.0,1
CEED Tech,|Cloud Data Services|Financial Services|Venture Capital|, Cloud Data Services ,6475719.0,operating,,,1.0,,2014-09-16,2014-09-16,6475719.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.683570356279155,0.6931471805599453,0.0,15.683570356279155,0.0,0.0,1
Ceedo Technologies,|Virtualization|Software|, Virtualization ,4500000.0,operating,ISR,Rosh Ha'ayin,1.0,2005-10-01,2007-04-02,2007-04-02,4500000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.319588176962746,0.6931471805599453,0.0,15.319588176962746,0.0,0.0,1
CeeLite Technologies,|Manufacturing|, Manufacturing ,4000000.0,operating,USA,Villanova,1.0,2004-01-01,2007-12-21,2007-12-21,4000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.201805169084134,0.6931471805599453,0.0,15.201805169084134,0.0,0.0,1
CEGA Innovations,|Hardware + Software|, Hardware + Software ,210000.0,operating,USA,Sioux Falls,1.0,2012-01-01,2014-03-18,2014-03-18,210000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,12.25486757159303,0.6931471805599453,0.0,12.25486757159303,0.0,0.0,1
CEINT,|Education|, Education ,15000000.0,operating,USA,Durham,1.0,2008-01-01,2013-11-13,2013-11-13,0.0,0.0,0.0,0,15000000.0,1.0,0.0,0.0,0.0,16.52356082573315,0.6931471805599453,16.52356082573315,0.0,0.0,0.0,2
CEL-SCI,|Biotechnology|, Biotechnology ,4400000.0,operating,USA,Vienna,1.0,1983-01-01,2009-08-20,2009-08-20,4400000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.29711532616119,0.6931471805599453,0.0,15.29711532616119,0.0,0.0,1
Celaton,|Software|, Software ,3954556.0,operating,GBR,Slough,1.0,,2013-01-24,2013-01-24,3954556.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.19037914279651,0.6931471805599453,0.0,15.19037914279651,0.0,0.0,1
Celcuity,|Biotechnology|, Biotechnology ,4000000.0,operating,USA,Hamel,1.0,2012-01-01,2014-03-24,2014-03-24,4000000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,15.201805169084134,0.6931471805599453,0.0,15.201805169084134,0.0,0.0,1
CelebCalls,|Apps|Android|iPhone|Mobile|Chat|Professional Services|Sports|Entertainment|Celebrity|Messaging|, Messaging ,3135780.0,operating,USA,Louisville,2.0,2010-01-01,2010-01-01,2012-02-01,1785780.0,0.0,0.0,1,1350000.0,0.4305148958153952,0.5694851041846047,0.0,0.0,14.958388823830242,1.0986122886681098,14.115615891155079,14.39536641251935,0.0,0.0,0
Celect,|Communities|Web Design|Financial Services|, Financial Services ,50000.0,operating,USA,Cambridge,1.0,,2013-12-06,2013-12-06,50000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,10.819798284210286,0.6931471805599453,0.0,10.819798284210286,0.0,0.0,1
CelePost,|Blogging Platforms|Journalism|Social Media|Startups|News|Celebrity|, Blogging Platforms ,70000.0,operating,GBR,London,1.0,2009-04-06,2011-01-07,2011-01-07,0.0,0.0,0.0,0,70000.0,1.0,0.0,0.0,0.0,11.156264806643742,0.6931471805599453,11.156264806643742,0.0,0.0,0.0,2
Celergo,|Enterprise Software|, Enterprise Software ,15000000.0,operating,USA,Deerfield,1.0,,2011-03-16,2011-03-16,15000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.52356082573315,0.6931471805599453,0.0,16.52356082573315,0.0,0.0,1
Celery,|E-Commerce|, E-Commerce ,2000000.0,operating,USA,San Francisco,1.0,2013-02-01,2014-02-05,2014-02-05,0.0,0.0,0.0,0,2000000.0,1.0,0.0,0.0,0.0,14.508658238524095,0.6931471805599453,14.508658238524095,0.0,0.0,0.0,2
Celestial Semiconductor,|Semiconductors|, Semiconductors ,2000000.0,acquired,USA,San Jose,1.0,2004-01-01,2008-02-28,2008-02-28,2000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,14.508658238524095,0.6931471805599453,0.0,14.508658238524095,0.0,0.0,1
Celiro,|Software|, Software ,560000.0,operating,USA,San Jose,1.0,,2006-10-11,2006-10-11,560000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,13.235693848424024,0.6931471805599453,0.0,13.235693848424024,0.0,0.0,1
Cell Again,|Clean Technology|Retail|Technology|Retail Technology|Wireless|Recycling|, Clean Technology ,2500000.0,operating,USA,Draper,2.0,2006-01-01,2011-01-01,2013-01-01,1000000.0,0.0,0.0,1,1500000.0,0.6,0.4,0.0,0.0,14.731801689838349,1.0986122886681098,14.220976332738882,13.815511557963774,0.0,0.0,0
Cell Cure Neurosciences,|Biotechnology|, Biotechnology ,3240000.0,operating,ISR,Jerusalem,2.0,2005-01-01,2013-05-16,2013-12-23,0.0,0.0,0.0,0,3240000.0,1.0,0.0,0.0,0.0,14.99108419641044,1.0986122886681098,14.99108419641044,0.0,0.0,0.0,0
Cell Therapy,|Health and Wellness|, Health and Wellness ,40000.0,operating,CHL,Santiago,1.0,2013-01-01,2013-03-07,2013-03-07,0.0,0.0,0.0,0,40000.0,1.0,0.0,0.0,0.0,10.596659732783579,0.6931471805599453,10.596659732783579,0.0,0.0,0.0,2
Cell>Point,|Biotechnology|, Biotechnology ,23666405.0,operating,USA,Centennial,3.0,,2010-03-26,2012-05-24,23666405.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.97956713219232,1.3862943611198906,0.0,16.97956713219232,0.0,0.0,1
CellAegis Devices,|Health Care|, Health Care ,23693.0,operating,CAN,Toronto,1.0,,2013-04-03,2013-04-03,0.0,0.0,0.0,0,23693.0,1.0,0.0,0.0,0.0,10.072977130514705,0.6931471805599453,10.072977130514705,0.0,0.0,0.0,2
CellARide,|Advertising|Discounts|Marketplaces|SMS|App Marketing|Auto|Cars|Mobile|Automotive|, SMS ,190000.0,operating,USA,St Louis,3.0,2010-10-01,2010-10-01,2014-01-01,0.0,0.0,0.0,0,190000.0,1.0,0.0,0.0,0.0,12.154784614286667,1.3862943611198906,12.154784614286667,0.0,0.0,0.0,0
Cellartis,|Biotechnology|, Biotechnology ,9540000.0,operating,SWE,Göteborg,1.0,,2005-12-13,2005-12-13,9540000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.071004148246267,0.6931471805599453,0.0,16.071004148246267,0.0,0.0,1
Cellay,|Biotechnology|, Biotechnology ,1000000.0,operating,USA,Cambridge,1.0,2009-01-01,2009-06-30,2009-06-30,1000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,13.815511557963774,0.6931471805599453,0.0,13.815511557963774,0.0,0.0,1
Cellca,|Biotechnology|, Biotechnology ,11051860.0,operating,DEU,Laupheim,1.0,,2006-05-24,2006-05-24,11051860.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.2181093880372,0.6931471805599453,0.0,16.2181093880372,0.0,0.0,1
CellCap Technologies,|Biotechnology|, Biotechnology ,115819.0,operating,GBR,Bacup,1.0,2012-01-01,2012-07-12,2012-07-12,115819.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,11.659792540779781,0.6931471805599453,0.0,11.659792540779781,0.0,0.0,1
CellCentric,|Biotechnology|, Biotechnology ,6515581.0,operating,GBR,Cambridge,1.0,2003-01-01,2013-06-25,2013-06-25,6515581.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.689707096861243,0.6931471805599453,0.0,15.689707096861243,0.0,0.0,1
Cellceutix,|Biotechnology|, Biotechnology ,1000000.0,operating,USA,Beverly,1.0,,2012-05-10,2012-05-10,1000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,13.815511557963774,0.6931471805599453,0.0,13.815511557963774,0.0,0.0,1
CellControl,|Software|, Software ,600000.0,operating,USA,Baton Rouge,1.0,2009-01-01,2010-01-12,2010-01-12,600000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,13.304686600863562,0.6931471805599453,0.0,13.304686600863562,0.0,0.0,1
Cellcrypt,|Software|, Software ,3150000.0,operating,GBR,London,1.0,2005-01-01,2007-01-24,2007-01-24,3150000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,14.962913328262083,0.6931471805599453,0.0,14.962913328262083,0.0,0.0,1
Celldex Therapeutics,|Biotechnology|, Biotechnology ,2000000.0,operating,USA,Hampton,1.0,,2014-10-24,2014-10-24,2000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,14.508658238524095,0.6931471805599453,0.0,14.508658238524095,0.0,0.0,1
CellEra,|Clean Technology|, Clean Technology ,11200000.0,operating,ISR,Caesarea,2.0,2007-01-01,2008-01-23,2011-12-19,11200000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.231424425551033,1.0986122886681098,0.0,16.231424425551033,0.0,0.0,1
Celleration,|Health Care|, Health Care ,14424979.0,operating,USA,Eden Prairie,2.0,1999-01-01,2011-01-12,2013-01-04,14424979.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.484471983875675,1.0986122886681098,0.0,16.484471983875675,0.0,0.0,1
Celletra,|Public Relations|, Public Relations ,5700000.0,acquired,ISR,Yoqne`am `illit,1.0,,2005-03-18,2005-03-18,5700000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.555976908243359,0.6931471805599453,0.0,15.555976908243359,0.0,0.0,1
Cellmax,|Health Care|, Health Care ,5000000.0,operating,USA,Mountain View,1.0,2013-01-01,2013-06-01,2013-06-01,5000000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,15.424948670398354,0.6931471805599453,0.0,15.424948670398354,0.0,0.0,1
Cellomics Technology,|Biotechnology|, Biotechnology ,150000.0,operating,USA,Rockville,1.0,2011-01-01,2012-04-12,2012-04-12,0.0,0.0,0.0,0,150000.0,1.0,0.0,0.0,0.0,11.918397239722838,0.6931471805599453,11.918397239722838,0.0,0.0,0.0,2
CellPly,|Biotechnology|, Biotechnology ,2573200.0,operating,ITA,Bologna,1.0,2013-01-01,2014-03-20,2014-03-20,0.0,0.0,0.0,0,2573200.0,1.0,0.0,0.0,0.0,14.760661207140078,0.6931471805599453,14.760661207140078,0.0,0.0,0.0,2
Cellrox,|Mobile|, Mobile ,4700000.0,operating,ISR,Tel Aviv,1.0,2011-01-01,2013-01-22,2013-01-22,4700000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,15.363073279446223,0.6931471805599453,0.0,15.363073279446223,0.0,0.0,1
CellSpin,|Cloud Data Services|Blogging Platforms|E-Commerce|Video Streaming|Social Network Media|Facebook Applications|Photography|Audio|Video|Networking|Mobile|Advertising|, Photography ,2000000.0,operating,USA,San Jose,1.0,2006-04-03,2006-12-01,2006-12-01,0.0,0.0,0.0,0,2000000.0,1.0,0.0,0.0,0.0,14.508658238524095,0.6931471805599453,14.508658238524095,0.0,0.0,0.0,2
Celltex Therapeutics,|Biotechnology|, Biotechnology ,34063000.0,operating,USA,Houston,1.0,2011-01-01,2012-07-06,2012-07-06,34063000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,17.343722338536452,0.6931471805599453,0.0,17.343722338536452,0.0,0.0,1
CellTran,|Biotechnology|, Biotechnology ,7273407.0,acquired,GBR,Sheffield,3.0,2000-01-01,2005-02-01,2007-08-21,5290000.0,0.0,0.0,0,0.0,0.0,0.7273070240672631,0.0,0.0,15.799735515459579,1.3862943611198906,0.0,15.481328992870381,0.0,0.0,1
Celltrix,|Health Care|, Health Care ,3845100.0,closed,SWE,Malma,1.0,,2006-05-16,2006-05-16,3845100.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.162310428457252,0.6931471805599453,0.0,15.162310428457252,0.0,0.0,1
CelluComp,|Manufacturing|, Manufacturing ,3636603.0,operating,GBR,,1.0,2006-01-01,2013-11-27,2013-11-27,0.0,0.0,0.0,0,3636603.0,1.0,0.0,0.0,0.0,15.106560837095332,0.6931471805599453,15.106560837095332,0.0,0.0,0.0,2
CelluFuel,|Environmental Innovation|, Environmental Innovation ,5000000.0,,CAN,,1.0,2012-01-01,2014-09-03,2014-09-03,5000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.424948670398354,0.6931471805599453,0.0,15.424948670398354,0.0,0.0,1
Cellular Biomedicine Group (CBMG),|Biotechnology|, Biotechnology ,9913001.0,operating,USA,Palo Alto,2.0,2009-01-01,2013-07-26,2014-04-11,9913001.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.109357786770286,1.0986122886681098,0.0,16.109357786770286,0.0,0.0,1
Cellvine,|Mobile|, Mobile ,4000000.0,operating,ISR,Or Yehuda,1.0,,2006-07-02,2006-07-02,4000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.201805169084134,0.6931471805599453,0.0,15.201805169084134,0.0,0.0,1
CellVir,|Biotechnology|, Biotechnology ,387000.0,operating,FRA,Évry,1.0,2006-03-01,2008-06-16,2008-06-16,387000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,12.866182555987908,0.6931471805599453,0.0,12.866182555987908,0.0,0.0,1
Celly,|Social Media|Networking|Polling|Messaging|SMS|Mobile|, Networking ,1400000.0,operating,USA,Portland,1.0,2011-04-13,2013-02-20,2013-02-20,0.0,0.0,0.0,0,1400000.0,1.0,0.0,0.0,0.0,14.151983508870947,0.6931471805599453,14.151983508870947,0.0,0.0,0.0,2
Celmatix,|Biotechnology|, Biotechnology ,6318976.0,operating,USA,New York,3.0,2010-01-01,2011-02-25,2013-02-21,6318976.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.659067885932542,1.3862943611198906,0.0,15.659067885932542,0.0,0.0,1
Celon Laboratories,|Biotechnology|, Biotechnology ,15800000.0,operating,IND,Hyderabad,1.0,2007-01-01,2010-10-08,2010-10-08,15800000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.575520561288332,0.6931471805599453,0.0,16.575520561288332,0.0,0.0,1
CeloNova,|Biotechnology|, Biotechnology ,20841869.0,operating,USA,San Antonio,2.0,2000-01-01,2003-03-01,2011-02-15,20841869.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.852474502109818,1.0986122886681098,0.0,16.852474502109818,0.0,0.0,1
Celsias,|Clean Technology|, Clean Technology ,500000.0,operating,NZL,Wellington,1.0,2006-11-01,2008-05-01,2008-05-01,0.0,0.0,0.0,0,500000.0,1.0,0.0,0.0,0.0,13.122365377402328,0.6931471805599453,13.122365377402328,0.0,0.0,0.0,2
CELtrak,|Enterprise Software|, Enterprise Software ,1550000.0,operating,IRL,Galway,1.0,1997-01-01,2005-05-01,2005-05-01,1550000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,14.253766134056512,0.6931471805599453,0.0,14.253766134056512,0.0,0.0,1
Cemmerce,|Advertising|, Advertising ,500000.0,operating,ISR,Ra'anana,1.0,2012-01-01,2012-10-27,2012-10-27,500000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,13.122365377402328,0.6931471805599453,0.0,13.122365377402328,0.0,0.0,1
Cenify,|Mobile|Home Automation|Internet of Things|Software|Hardware|, Internet of Things ,5000.0,operating,USA,Rochester,1.0,2013-11-20,2014-05-11,2014-05-11,0.0,0.0,0.0,0,5000.0,1.0,0.0,0.0,0.0,8.517393171418904,0.6931471805599453,8.517393171418904,0.0,0.0,0.0,2
Cenoplex,|Wireless|CRM|Mobile|, Mobile ,3000000.0,operating,USA,Austin,1.0,2009-01-01,2011-04-01,2011-04-01,3000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,14.914123179965662,0.6931471805599453,0.0,14.914123179965662,0.0,0.0,1
CensorNet,|Security|Enterprise Software|, Enterprise Software ,317135.0,operating,GBR,Bristol,1.0,2007-02-01,2008-03-01,2008-03-01,0.0,0.0,0.0,0,317135.0,1.0,0.0,0.0,0.0,12.667085982937776,0.6931471805599453,12.667085982937776,0.0,0.0,0.0,2
Centage Corporation,|Software|, Software ,9500000.0,operating,USA,Natick,1.0,2002-01-01,2014-09-24,2014-09-24,9500000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,16.066802461833923,0.6931471805599453,0.0,16.066802461833923,0.0,0.0,1
Centaur,|Software|, Software ,100000.0,operating,CHN,Beijing,2.0,,2010-08-01,2011-06-01,100000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,11.51293546492023,1.0986122886681098,0.0,11.51293546492023,0.0,0.0,1
Center for Open Science,|Open Source|Life Sciences|Nonprofits|, Open Source ,7031480.0,operating,USA,Charlottesville,1.0,2013-01-01,2013-01-01,2013-01-01,0.0,0.0,0.0,0,7031480.0,1.0,0.0,0.0,0.0,15.765907910162642,0.6931471805599453,15.765907910162642,0.0,0.0,0.0,2
"Centerbeam, Inc.",|Outsourcing|SaaS|Cloud Computing|Information Technology|, Outsourcing ,1000000.0,acquired,USA,Sunnyvale,1.0,1999-01-01,2013-04-01,2013-04-01,1000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,13.815511557963774,0.6931471805599453,0.0,13.815511557963774,0.0,0.0,1
Centerphase Solutions,|Health and Wellness|, Health and Wellness ,1900000.0,operating,USA,Upper Saddle River,1.0,,2009-12-23,2009-12-23,1900000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,14.45736497045232,0.6931471805599453,0.0,14.45736497045232,0.0,0.0,1
CenterPoint - Connective Software Engineering,|Software|, Software ,2591800.0,operating,AUT,Villach,1.0,,2005-04-01,2005-04-01,2591800.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,14.767863558815616,0.6931471805599453,0.0,14.767863558815616,0.0,0.0,1
CENTERSONIC,|Home Automation|, Home Automation ,27181.0,operating,DEU,Wetzlar,1.0,2012-12-02,2013-12-01,2013-12-01,0.0,0.0,0.0,0,27181.0,1.0,0.0,0.0,0.0,10.210310268515293,0.6931471805599453,10.210310268515293,0.0,0.0,0.0,2
Centrafuse,|Software|, Software ,796205.0,operating,USA,Atlanta,1.0,,2010-09-23,2010-09-23,796205.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,13.587613225314985,0.6931471805599453,0.0,13.587613225314985,0.0,0.0,1
CenTrak,|Hospitality|, Hospitality ,832000.0,operating,USA,Newtown,1.0,2003-01-01,2010-10-29,2010-10-29,832000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,13.631588921725701,0.6931471805599453,0.0,13.631588921725701,0.0,0.0,1
Central Desktop,|Project Management|Collaboration|Software|, Project Management ,7000000.0,operating,USA,Pasadena,1.0,2005-05-01,2008-04-16,2008-04-16,7000000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,15.76142084987672,0.6931471805599453,0.0,15.76142084987672,0.0,0.0,1
Central Logic,|Software|, Software ,8030233.0,operating,USA,South Jordan,1.0,,2012-09-17,2012-09-17,8030233.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.898724226220653,0.6931471805599453,0.0,15.898724226220653,0.0,0.0,1
CentralMayoreo.com,|Wholesale|E-Commerce|, E-Commerce ,115000.0,operating,MEX,Garza García,3.0,2013-05-17,2013-01-25,2014-07-30,0.0,0.0,0.0,0,115000.0,1.0,0.0,0.0,0.0,11.652696102959753,1.3862943611198906,11.652696102959753,0.0,0.0,0.0,0
Centre for Sight,|Biotechnology|, Biotechnology ,5000000.0,operating,IND,New Delhi,1.0,1996-01-01,2013-07-03,2013-07-03,5000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.424948670398354,0.6931471805599453,0.0,15.424948670398354,0.0,0.0,1
Centripetal Software,|Flash Storage|Enterprise Software|, Flash Storage ,25000.0,closed,USA,Santa Barbara,1.0,2009-08-01,2009-09-01,2009-09-01,0.0,0.0,0.0,0,25000.0,1.0,0.0,0.0,0.0,10.12667110305036,0.6931471805599453,10.12667110305036,0.0,0.0,0.0,2
Centrix Software,|Cloud Computing|Virtualization|Software|, Cloud Computing ,10000000.0,operating,GBR,Newbury,1.0,2008-01-01,2011-08-30,2011-08-30,10000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.118095750958314,0.6931471805599453,0.0,16.118095750958314,0.0,0.0,1
Centrl,|Mobile|, Mobile ,500000.0,closed,USA,New York,1.0,2008-12-09,2008-12-09,2008-12-09,0.0,0.0,0.0,0,500000.0,1.0,0.0,0.0,0.0,13.122365377402328,0.6931471805599453,13.122365377402328,0.0,0.0,0.0,2
Centro,|Media|Sales and Marketing|Advertising|, Media ,22500000.0,operating,USA,Chicago,1.0,2001-10-15,2010-12-30,2010-12-30,22500000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,16.929025911619092,0.6931471805599453,0.0,16.929025911619092,0.0,0.0,1
Century Hospice,|Health Care|, Health Care ,20000000.0,closed,USA,Dallas,1.0,,2010-10-14,2010-10-14,20000000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,16.811242881518265,0.6931471805599453,0.0,16.811242881518265,0.0,0.0,1
Century Labs,|Biotechnology|, Biotechnology ,750000.0,operating,USA,Las Vegas,1.0,2007-01-01,2010-05-11,2010-05-11,750000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,13.527829818844937,0.6931471805599453,0.0,13.527829818844937,0.0,0.0,1
CenturyLink,|Public Relations|, Public Relations ,7999399.0,operating,USA,Monroe,1.0,1930-01-01,2013-06-23,2013-06-23,7999399.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.89487709683147,0.6931471805599453,0.0,15.89487709683147,0.0,0.0,1
CENX,|Web Hosting|, Web Hosting ,9500000.0,operating,USA,Jersey City,2.0,,2012-06-25,2012-09-17,9500000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,16.066802461833923,1.0986122886681098,0.0,16.066802461833923,0.0,0.0,1
Ceon,|Software|, Software ,5040000.0,acquired,USA,Redwood City,1.0,1982-01-01,2005-09-01,2005-09-01,5040000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.43291683846023,0.6931471805599453,0.0,15.43291683846023,0.0,0.0,1
CEON Solutions Pvt,|Education|, Education ,688000.0,operating,IND,Nasrapur,1.0,2004-01-01,2007-03-20,2007-03-20,688000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,13.441545570402797,0.6931471805599453,0.0,13.441545570402797,0.0,0.0,1
Cephasonics,|Hardware + Software|Design|Manufacturing|Medical Devices|, Design ,1147080.0,operating,USA,Santa Clara,2.0,,2012-07-01,2014-03-10,1147080.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,13.952731012624206,1.0986122886681098,0.0,13.952731012624206,0.0,0.0,1
Cequel Data,|Software|, Software ,49000000.0,operating,USA,Saint Louis,1.0,2010-01-01,2010-07-01,2010-07-01,49000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,17.707330876483063,0.6931471805599453,0.0,17.707330876483063,0.0,0.0,1
Ceradis,|Clean Technology|, Clean Technology ,5569650.0,operating,NLD,Wageningen,1.0,,2012-07-06,2012-07-06,5569650.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.532842952848867,0.6931471805599453,0.0,15.532842952848867,0.0,0.0,1
Cerahelix,|Nanotechnology|, Nanotechnology ,255000.0,operating,USA,Orono,1.0,,2012-03-08,2012-03-08,0.0,0.0,0.0,0,255000.0,1.0,0.0,0.0,0.0,12.449022745701502,0.6931471805599453,12.449022745701502,0.0,0.0,0.0,2
Cerberus Co.,|Mobile Security|Internet of Things|Android|Enterprise Security|, Internet of Things ,20000.0,operating,USA,San Jose,1.0,2010-01-01,2013-11-01,2013-11-01,0.0,0.0,0.0,0,20000.0,1.0,0.0,0.0,0.0,9.90353755128617,0.6931471805599453,9.90353755128617,0.0,0.0,0.0,2
Cerebrex,|Semiconductors|, Semiconductors ,2500000.0,operating,JPN,Osaka,1.0,2012-01-01,2013-07-05,2013-07-05,0.0,0.0,0.0,0,2500000.0,1.0,0.0,0.0,0.0,14.731801689838349,0.6931471805599453,14.731801689838349,0.0,0.0,0.0,2
