name,category_list,market,funding_total_usd,status,country_code,city,funding_rounds,founded_at,first_funding_at,last_funding_at,venture,debt_financing,private_equity,stage_level,early_stage_funding,early_stage_funding_ratio,venture_ratio,debt_financing_ratio,private_equity_ratio,log_funding_total_usd,log_funding_rounds,log_early_stage_funding,log_venture,log_debt_financing,log_private_equity,SubCluster
#waywire,|Entertainment|Politics|Social Media|News|, News ,1750000.0,acquired,USA,New York,1.0,2012-06-01,2012-06-30,2012-06-30,0.0,0.0,0.0,0,1750000.0,1.0,0.0,0.0,0.0,14.375126917328105,0.6931471805599453,14.375126917328105,0.0,0.0,0.0,2
&TV Communications,|Games|, Games ,4000000.0,operating,USA,Los Angeles,2.0,,2010-06-04,2010-09-23,4000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.201805169084134,1.0986122886681098,0.0,15.201805169084134,0.0,0.0,1
'Rock' Your Paper,|Publishing|Education|, Publishing ,40000.0,operating,EST,Tallinn,1.0,2012-10-26,2012-08-09,2012-08-09,0.0,0.0,0.0,0,40000.0,1.0,0.0,0.0,0.0,10.596659732783579,0.6931471805599453,10.596659732783579,0.0,0.0,0.0,2
(In)Touch Network,|Electronics|Guides|Coffee|Restaurants|Music|iPhone|Apps|Mobile|iOS|E-Commerce|, Electronics ,1500000.0,operating,GBR,London,1.0,2011-04-01,2011-04-01,2011-04-01,0.0,0.0,0.0,0,1500000.0,1.0,0.0,0.0,0.0,14.220976332738882,0.6931471805599453,14.220976332738882,0.0,0.0,0.0,2
0-6.com,|Curated Web|, Curated Web ,2000000.0,operating,,,1.0,2007-01-01,2008-03-19,2008-03-19,2000000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,14.508658238524095,0.6931471805599453,0.0,14.508658238524095,0.0,0.0,1
01Games Technology,|Games|, Games ,41250.0,operating,HKG,Hong Kong,1.0,,2014-07-01,2014-07-01,0.0,0.0,0.0,0,41250.0,1.0,0.0,0.0,0.0,10.627430633893226,0.6931471805599453,10.627430633893226,0.0,0.0,0.0,2
"1,2,3 Listo",|E-Commerce|, E-Commerce ,40000.0,operating,CHL,Las Condes,1.0,2012-01-01,2013-02-18,2013-02-18,0.0,0.0,0.0,0,40000.0,1.0,0.0,0.0,0.0,10.596659732783579,0.6931471805599453,10.596659732783579,0.0,0.0,0.0,2
10 Minutes With,|Education|, Education ,4400000.0,operating,GBR,London,2.0,2013-01-01,2013-01-01,2014-10-09,4000000.0,0.0,0.0,1,400000.0,0.09090909090909091,0.9090909090909091,0.0,0.0,15.29711532616119,1.0986122886681098,12.899222326086994,15.201805169084134,0.0,0.0,1
1000 Corks,|Search|, Search ,40000.0,operating,USA,Lake Oswego,1.0,2008-01-01,2011-08-23,2011-08-23,0.0,0.0,0.0,0,40000.0,1.0,0.0,0.0,0.0,10.596659732783579,0.6931471805599453,10.596659732783579,0.0,0.0,0.0,2
1000 Markets,|Marketplaces|Art|E-Commerce|, Marketplaces ,500000.0,acquired,,,1.0,2009-01-01,2009-05-15,2009-05-15,0.0,0.0,0.0,0,500000.0,1.0,0.0,0.0,0.0,13.122365377402328,0.6931471805599453,13.122365377402328,0.0,0.0,0.0,2
1000memories,|Curated Web|, Curated Web ,2535000.0,acquired,USA,San Francisco,2.0,2010-07-01,2010-01-01,2011-02-16,2520000.0,0.0,0.0,1,15000.0,0.005917159763313609,0.9940828402366864,0.0,0.0,14.74570458948466,1.0986122886681098,9.61587214452889,14.739769856312924,0.0,0.0,1
100e.com,|Education|, Education ,4500000.0,operating,CHN,Beijing,2.0,,2006-01-01,2006-09-01,4500000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.319588176962746,1.0986122886681098,0.0,15.319588176962746,0.0,0.0,1
100health,|Health Care Information Technology|, Health Care Information Technology ,420000.0,operating,USA,Madison,1.0,2014-07-04,2014-11-26,2014-11-26,0.0,0.0,0.0,0,420000.0,1.0,0.0,0.0,0.0,12.948012371209098,0.6931471805599453,12.948012371209098,0.0,0.0,0.0,2
100Plus,|Analytics|, Analytics ,1250000.0,acquired,USA,San Francisco,2.0,2011-09-16,2011-11-02,2011-11-30,500000.0,0.0,0.0,0,750000.0,0.6,0.4,0.0,0.0,14.038654909278163,1.0986122886681098,13.527829818844937,13.122365377402328,0.0,0.0,0
1010data,|Software|, Software ,35000000.0,operating,USA,New York,1.0,2000-01-01,2010-03-08,2010-03-08,35000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,17.370858648025116,0.6931471805599453,0.0,17.370858648025116,0.0,0.0,1
10BestThings,|Curated Web|, Curated Web ,50000.0,closed,USA,Cleveland,1.0,2009-04-01,2009-04-01,2009-04-01,0.0,0.0,0.0,0,50000.0,1.0,0.0,0.0,0.0,10.819798284210286,0.6931471805599453,10.819798284210286,0.0,0.0,0.0,2
10sec,|Social Commerce|E-Commerce|Mobile Commerce|, Mobile Commerce ,1600000.0,operating,,,2.0,2013-07-08,2013-10-31,2014-05-08,0.0,0.0,0.0,0,1600000.0,1.0,0.0,0.0,0.0,14.285514812209815,1.0986122886681098,14.285514812209815,0.0,0.0,0.0,0
10seconds Software,|Mobility|Enterprise Software|Software|, Mobility ,100000.0,operating,AUS,Sydney,1.0,2009-07-01,2010-07-01,2010-07-01,0.0,0.0,0.0,0,100000.0,1.0,0.0,0.0,0.0,11.51293546492023,0.6931471805599453,11.51293546492023,0.0,0.0,0.0,2
11i Solutions,|Enterprise Software|, Enterprise Software ,1800000.0,operating,USA,Huntsville,1.0,,2011-03-22,2011-03-22,1800000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,14.403297778421795,0.6931471805599453,0.0,14.403297778421795,0.0,0.0,1
121cast,|Audio|Music|Mobile|, Mobile ,270000.0,operating,AUS,Melbourne,2.0,2012-02-01,2012-05-01,2012-11-13,0.0,0.0,0.0,0,270000.0,1.0,0.0,0.0,0.0,12.506180941677357,1.0986122886681098,12.506180941677357,0.0,0.0,0.0,0
121nexus,|Politics|Technology|Medical Devices|Pharmaceuticals|Personalization|Software|, Pharmaceuticals ,794000.0,operating,USA,Providence,6.0,2011-10-07,2012-02-06,2014-01-01,0.0,0.0,0.0,0,794000.0,1.0,0.0,0.0,0.0,13.584839999674324,1.9459101490553132,13.584839999674324,0.0,0.0,0.0,0
1234ENTER,|Small and Medium Businesses|Education|Analytics|Internet Marketing|Business Services|Advertising|E-Commerce|, Advertising ,650267.0,operating,,,2.0,2012-01-01,2012-09-01,2013-11-22,150267.0,0.0,0.0,0,500000.0,0.7689149226394696,0.23108507736053036,0.0,0.0,13.385139864588668,1.0986122886681098,13.122365377402328,11.920175645554746,0.0,0.0,0
1248,|Software|, Software ,378812.0,operating,GBR,Cambridge,1.0,2013-01-01,2014-03-18,2014-03-18,0.0,0.0,0.0,0,378812.0,1.0,0.0,0.0,0.0,12.844797958606975,0.6931471805599453,12.844797958606975,0.0,0.0,0.0,2
12Return,|SaaS|Software|Retail|, Software ,619494.0,operating,NLD,Gorinchem,1.0,2010-12-10,2012-06-01,2012-06-01,0.0,0.0,0.0,0,619494.0,1.0,0.0,0.0,0.0,13.336659908993743,0.6931471805599453,13.336659908993743,0.0,0.0,0.0,2
13th Lab,|iPad|Games|Augmented Reality|Computer Vision|Mobile|, Mobile ,700000.0,operating,SWE,Stockholm,1.0,2010-01-01,2012-06-15,2012-06-15,0.0,0.0,0.0,0,700000.0,1.0,0.0,0.0,0.0,13.45883704259595,0.6931471805599453,13.45883704259595,0.0,0.0,0.0,2
140Fire,|Entertainment|Sports|Real Time|Social Media|Video|Advertising|, Entertainment ,500000.0,operating,USA,Santa Monica,1.0,2010-01-01,2010-05-05,2010-05-05,0.0,0.0,0.0,0,500000.0,1.0,0.0,0.0,0.0,13.122365377402328,0.6931471805599453,13.122365377402328,0.0,0.0,0.0,2
15Five,|Software|, Software ,3400000.0,operating,USA,San Francisco,3.0,2011-05-01,2012-01-01,2014-10-02,0.0,0.0,0.0,0,3400000.0,1.0,0.0,0.0,0.0,15.039286283703994,1.3862943611198906,15.039286283703994,0.0,0.0,0.0,0
15MinutesNOW,|Games|, Games ,200000.0,operating,,,1.0,2011-04-19,2011-05-10,2011-05-10,0.0,0.0,0.0,0,200000.0,1.0,0.0,0.0,0.0,12.206077645517674,0.6931471805599453,12.206077645517674,0.0,0.0,0.0,2
16 Mile Solutions,|Software|, Software ,199957.0,operating,USA,Seattle,1.0,2006-01-01,2009-06-11,2009-06-11,199957.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,12.205862623477087,0.6931471805599453,0.0,12.205862623477087,0.0,0.0,1
169 ST.,|Entertainment|Games|, Games ,50000.0,operating,USA,Lake Mary,1.0,2009-05-15,2009-06-01,2009-06-01,0.0,0.0,0.0,0,50000.0,1.0,0.0,0.0,0.0,10.819798284210286,0.6931471805599453,10.819798284210286,0.0,0.0,0.0,2
170 Systems,|Software|, Software ,14000000.0,acquired,USA,Bedford,1.0,1990-01-01,2002-04-16,2002-04-16,14000000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,16.454567959008102,0.6931471805599453,0.0,16.454567959008102,0.0,0.0,1
1871,|Designers|Startups|Non Profit|Internet|, Designers ,2500000.0,operating,USA,Chicago,1.0,,2014-06-17,2014-06-17,0.0,0.0,0.0,0,2500000.0,1.0,0.0,0.0,0.0,14.731801689838349,0.6931471805599453,14.731801689838349,0.0,0.0,0.0,2
1calendar,|Advertising|Mobile|Internet|Education|, Education ,40000.0,operating,DNK,Copenhagen,1.0,2009-01-19,2008-04-04,2008-04-04,0.0,0.0,0.0,0,40000.0,1.0,0.0,0.0,0.0,10.596659732783579,0.6931471805599453,10.596659732783579,0.0,0.0,0.0,2
1DayMakeover,|Shopping|Cosmetics|Personal Health|Lifestyle|Fashion|E-Commerce|, E-Commerce ,50000.0,closed,USA,Santa Ana,1.0,2008-06-30,2008-06-30,2008-06-30,0.0,0.0,0.0,0,50000.0,1.0,0.0,0.0,0.0,10.819798284210286,0.6931471805599453,10.819798284210286,0.0,0.0,0.0,2
1Energy Systems,|Software|, Software ,1450000.0,operating,USA,Seattle,1.0,2010-01-01,2013-04-22,2013-04-22,1450000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,14.187074804051692,0.6931471805599453,0.0,14.187074804051692,0.0,0.0,1
1EQ,|Mobile Health|Health and Wellness|, Mobile Health ,2100000.0,operating,,,3.0,2013-03-08,2012-07-01,2013-12-23,0.0,0.0,0.0,0,2100000.0,1.0,0.0,0.0,0.0,14.557448378884015,1.3862943611198906,14.557448378884015,0.0,0.0,0.0,0
1Lay,|Mobile Security|Mobile Devices|Tablets|Mobile|Security|, Mobile Security ,170000.0,operating,,,1.0,2013-07-18,2014-05-30,2014-05-30,0.0,0.0,0.0,0,170000.0,1.0,0.0,0.0,0.0,12.04355959836804,0.6931471805599453,12.04355959836804,0.0,0.0,0.0,2
1Mind,|Social Media|, Social Media ,500000.0,operating,USA,Hampton Falls,1.0,2011-01-01,2013-08-05,2013-08-05,0.0,0.0,0.0,0,500000.0,1.0,0.0,0.0,0.0,13.122365377402328,0.6931471805599453,13.122365377402328,0.0,0.0,0.0,2
1SDK,|SaaS|Predictive Analytics|Monetization|Mobile|, Predictive Analytics ,156000.0,operating,DEU,Berlin,2.0,2013-01-25,2013-08-05,2013-09-02,0.0,0.0,0.0,0,156000.0,1.0,0.0,0.0,0.0,11.957617696467539,1.0986122886681098,11.957617696467539,0.0,0.0,0.0,0
1spire,|Manufacturing|, Manufacturing ,30000.0,operating,USA,Houston,1.0,2011-10-01,2011-12-20,2011-12-20,30000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,10.308985993422082,0.6931471805599453,0.0,10.308985993422082,0.0,0.0,1
1stGig.com,|E-Commerce|, E-Commerce ,750000.0,operating,USA,Saratoga Springs,1.0,2009-08-01,2012-10-01,2012-10-01,0.0,0.0,0.0,0,750000.0,1.0,0.0,0.0,0.0,13.527829818844937,0.6931471805599453,13.527829818844937,0.0,0.0,0.0,2
2 Minutes,|Games|, Games ,1660000.0,operating,FRA,Paris,1.0,2000-10-01,2008-06-19,2008-06-19,1660000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,14.322328762742183,0.6931471805599453,0.0,14.322328762742183,0.0,0.0,1
20/20 Gene Systems Inc.,|Biotechnology|, Biotechnology ,150000.0,operating,USA,Rockville,1.0,2000-05-01,2012-09-25,2012-09-25,150000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,11.918397239722838,0.6931471805599453,0.0,11.918397239722838,0.0,0.0,1
20:20 Mobile,|Mobile|, Mobile ,29750000.0,operating,IRL,Cree,1.0,2006-09-01,2008-07-04,2008-07-04,29750000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,17.208339723569356,0.6931471805599453,0.0,17.208339723569356,0.0,0.0,1
20lines,|Publishing|Education|Parenting|Curated Web|, Curated Web ,1236454.0,operating,ITA,Roncade,3.0,2012-01-01,2012-11-15,2014-06-01,0.0,0.0,0.0,0,1236454.0,1.0,0.0,0.0,0.0,14.02775897223648,1.3862943611198906,14.02775897223648,0.0,0.0,0.0,0
21Cake Food Co.,|Manufacturing|Hospitality|, Manufacturing ,1464128.0,operating,CHN,Beijing,1.0,2004-01-01,2010-01-22,2010-01-22,0.0,0.0,0.0,0,1464128.0,1.0,0.0,0.0,0.0,14.196771084375616,0.6931471805599453,14.196771084375616,0.0,0.0,0.0,2
2.10E+07,|Technology|Big Data|Mobile|, Big Data ,5050000.0,operating,USA,San Francisco,1.0,2013-01-01,2013-11-17,2013-11-17,5050000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.434898999271326,0.6931471805599453,0.0,15.434898999271326,0.0,0.0,1
21GRAMS,|Software|, Software ,2580000.0,operating,SWE,Stockholm,1.0,,2006-04-03,2006-04-03,2580000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,14.763300344494624,0.6931471805599453,0.0,14.763300344494624,0.0,0.0,1
22seeds,|Web Tools|Android|iPhone|Web Development|Internet|Mobile|Sales and Marketing|Apps|Software|, Software ,250000.0,operating,ISR,Tel Aviv,1.0,2010-01-01,2013-10-15,2013-10-15,0.0,0.0,0.0,0,250000.0,1.0,0.0,0.0,0.0,12.429220196836383,0.6931471805599453,12.429220196836383,0.0,0.0,0.0,2
2359 Media,|Mobile|, Mobile ,615000.0,operating,SGP,Singapore,1.0,2009-02-01,2011-01-11,2011-01-11,615000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,13.329379172803593,0.6931471805599453,0.0,13.329379172803593,0.0,0.0,1
23press,|Blogging Platforms|Software|, Blogging Platforms ,50000.0,operating,CAN,Toronto,1.0,2011-06-01,2011-08-15,2011-08-15,0.0,0.0,0.0,0,50000.0,1.0,0.0,0.0,0.0,10.819798284210286,0.6931471805599453,10.819798284210286,0.0,0.0,0.0,2
24 Media Network,|News|, News ,1209701.0,operating,SWE,Stockholm,2.0,,2008-09-01,2009-01-01,1024250.0,0.0,0.0,0,0.0,0.0,0.8466968283898253,0.0,0.0,14.005884606249044,1.0986122886681098,0.0,13.83947217173278,0.0,0.0,1
24/7 Card,|Finance|, Finance ,3452941.0,closed,USA,Los Angeles,3.0,,2010-10-25,2011-12-21,3452941.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.054737179242933,1.3862943611198906,0.0,15.054737179242933,0.0,0.0,1
247 Techies,|Hardware + Software|, Hardware + Software ,600000.0,operating,USA,New York,1.0,,2012-11-05,2012-11-05,0.0,0.0,0.0,0,600000.0,1.0,0.0,0.0,0.0,13.304686600863562,0.6931471805599453,13.304686600863562,0.0,0.0,0.0,2
24Fundraiser.com,|Non Profit|Social Fundraising|, Social Fundraising ,400000.0,operating,USA,Willowbrook,1.0,2007-08-01,2014-05-01,2014-05-01,0.0,0.0,0.0,0,400000.0,1.0,0.0,0.0,0.0,12.899222326086994,0.6931471805599453,12.899222326086994,0.0,0.0,0.0,2
24M Technologies,|Clean Technology|, Clean Technology ,16000000.0,operating,USA,Cambridge,1.0,2010-01-01,2010-08-16,2010-08-16,16000000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,16.588099342704055,0.6931471805599453,0.0,16.588099342704055,0.0,0.0,1
24PageBooks,|Software|, Software ,50000.0,closed,USA,Rochester,1.0,2010-01-01,2011-05-24,2011-05-24,0.0,0.0,0.0,0,50000.0,1.0,0.0,0.0,0.0,10.819798284210286,0.6931471805599453,10.819798284210286,0.0,0.0,0.0,2
24tidy,|Services|, Services ,1856561.0,operating,CHN,,2.0,,2013-12-27,2014-07-14,1692088.0,0.0,0.0,1,164473.0,0.08859014058789343,0.9114098594121066,0.0,0.0,14.434236948217231,1.0986122886681098,12.010507781984355,14.341474418237762,0.0,0.0,1
24x7 Learning,|Systems|Education|, Education ,4000000.0,operating,IND,Bangalore,1.0,2001-01-01,2007-11-06,2007-11-06,4000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.201805169084134,0.6931471805599453,0.0,15.201805169084134,0.0,0.0,1
250ok,|Software|, Software ,200000.0,operating,USA,Indianapolis,1.0,2012-01-01,2012-09-01,2012-09-01,0.0,0.0,0.0,0,200000.0,1.0,0.0,0.0,0.0,12.206077645517674,0.6931471805599453,12.206077645517674,0.0,0.0,0.0,2
25eight,|DIY|Electronics|Software|, Software ,25000.0,closed,,,1.0,,2010-01-26,2010-01-26,0.0,0.0,0.0,0,25000.0,1.0,0.0,0.0,0.0,10.12667110305036,0.6931471805599453,10.12667110305036,0.0,0.0,0.0,2
265 Network,|Software|, Software ,2000000.0,operating,CHN,Beijing,1.0,2004-01-01,2004-12-01,2004-12-01,2000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,14.508658238524095,0.6931471805599453,0.0,14.508658238524095,0.0,0.0,1
27 Perry,|Finance|Marketplaces|E-Commerce|, E-Commerce ,118000.0,closed,USA,Boulder,1.0,2012-07-25,2012-05-17,2012-05-17,0.0,0.0,0.0,0,118000.0,1.0,0.0,0.0,0.0,11.678448377988165,0.6931471805599453,11.678448377988165,0.0,0.0,0.0,2
280 North,|Presentations|Software|, Software ,250000.0,acquired,,,2.0,,2008-01-01,2008-03-01,0.0,0.0,0.0,0,250000.0,1.0,0.0,0.0,0.0,12.429220196836383,1.0986122886681098,12.429220196836383,0.0,0.0,0.0,0
28msec,|Cloud Computing|Web Development|Databases|Software|, Software ,5844811.0,operating,USA,Palo Alto,1.0,2008-01-01,2013-10-28,2013-10-28,5844811.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.581064988128082,0.6931471805599453,0.0,15.581064988128082,0.0,0.0,1
2Catalyze,|Software|, Software ,6785876.0,operating,CAN,Toronto,1.0,2008-01-01,2010-08-25,2010-08-25,6785876.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.730354098609434,0.6931471805599453,0.0,15.730354098609434,0.0,0.0,1
2CRisk,|Software|, Software ,383000.0,operating,AUS,Brisbane,2.0,2010-07-01,2010-04-01,2012-10-10,0.0,0.0,0.0,0,383000.0,1.0,0.0,0.0,0.0,12.855792879125431,1.0986122886681098,12.855792879125431,0.0,0.0,0.0,0
2DHeat,|Clean Technology|, Clean Technology ,474116.0,operating,GBR,Warrington,4.0,,2014-10-24,2014-10-24,0.0,0.0,0.0,0,474116.0,1.0,0.0,0.0,0.0,13.069209405661395,1.6094379124341003,13.069209405661395,0.0,0.0,0.0,0
2DOLife.com,|Finance|Software|, Software ,250000.0,operating,USA,San Pablo,1.0,2011-12-01,2013-11-10,2013-11-10,0.0,0.0,0.0,0,250000.0,1.0,0.0,0.0,0.0,12.429220196836383,0.6931471805599453,12.429220196836383,0.0,0.0,0.0,2
2GO Mobile Solutions,|Software|, Software ,275000.0,operating,USA,Plano,1.0,2008-01-01,2010-04-09,2010-04-09,0.0,0.0,0.0,0,275000.0,1.0,0.0,0.0,0.0,12.524530013005734,0.6931471805599453,12.524530013005734,0.0,0.0,0.0,2
2houses,|Curated Web|, Curated Web ,966728.0,operating,BEL,Bel,2.0,2011-05-01,2011-08-08,2012-11-09,860102.0,0.0,0.0,1,106626.0,0.11029576054484819,0.8897042394551518,0.0,0.0,13.78167348696829,1.0986122886681098,11.577092041945145,13.664807428500003,0.0,0.0,1
2NGageU,|Social + Mobile + Local|Mobile Social|Mobile|MMO Games|Internet|Entertainment|Social Network Media|Consumers|Women|Games|, Mobile Social ,58000.0,operating,USA,Williston,1.0,2011-12-26,2012-04-12,2012-04-12,0.0,0.0,0.0,0,58000.0,1.0,0.0,0.0,0.0,10.968215530759236,0.6931471805599453,10.968215530759236,0.0,0.0,0.0,2
2sms,|Messaging|, Messaging ,939000.0,operating,USA,Schaumburg,1.0,,2007-11-01,2007-11-01,939000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,13.752571823152559,0.6931471805599453,0.0,13.752571823152559,0.0,0.0,1
2threads,|Art|Beauty|Lifestyle|Music|Social Network Media|Fashion|Social Media|, Art ,300000.0,operating,AUS,Sydney,2.0,2004-05-01,2007-08-01,2008-06-01,0.0,0.0,0.0,0,300000.0,1.0,0.0,0.0,0.0,12.611541086966115,1.0986122886681098,12.611541086966115,0.0,0.0,0.0,0
2Vancouver,|Navigation|Tourism|E-Commerce|, Navigation ,80000.0,operating,CAN,Vancouver,1.0,2012-01-25,2011-06-01,2011-06-01,80000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,11.289794413577894,0.6931471805599453,0.0,11.289794413577894,0.0,0.0,1
30 Second Showcase,|Apps|Mobile|Design|Photography|Finance|Creative|Software|, Photography ,25000.0,operating,USA,Clifton,1.0,2013-04-01,2013-05-20,2013-05-20,0.0,0.0,0.0,0,25000.0,1.0,0.0,0.0,0.0,10.12667110305036,0.6931471805599453,10.12667110305036,0.0,0.0,0.0,2
360Guanxi,|Pharmaceuticals|Life Sciences|Biotechnology|Media|News|, Life Sciences ,5000000.0,operating,CHN,Shanghai,1.0,2000-01-01,2009-06-01,2009-06-01,5000000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.424948670398354,0.6931471805599453,0.0,15.424948670398354,0.0,0.0,1
360imaging,|Dental|Biotechnology|, Biotechnology ,1000000.0,operating,USA,Atlanta,2.0,2005-01-01,2011-11-01,2013-01-01,1000000.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,13.815511557963774,1.0986122886681098,0.0,13.815511557963774,0.0,0.0,1
360incentives.com,|Software|, Software ,7650000.0,operating,CAN,Whitby,1.0,2008-01-01,2013-01-15,2013-01-15,7650000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.850216336521664,0.6931471805599453,0.0,15.850216336521664,0.0,0.0,1
360Learning,|Corporate Training|Education|, Corporate Training ,1543920.0,operating,FRA,Paris,1.0,2010-01-01,2013-09-30,2013-09-30,0.0,0.0,0.0,0,1543920.0,1.0,0.0,0.0,0.0,14.249835842454736,0.6931471805599453,14.249835842454736,0.0,0.0,0.0,2
360pi,|Semantic Web|Artificial Intelligence|Shopping|Personalization|Sales and Marketing|Web Development|Software|, Artificial Intelligence ,4100000.0,operating,CAN,Ottawa,2.0,2007-07-01,2012-04-20,2013-08-18,4100000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.226497775576945,1.0986122886681098,0.0,15.226497775576945,0.0,0.0,1
360SHOP,|Enterprise Software|, Enterprise Software ,1623640.0,operating,CHN,,1.0,,2013-03-01,2013-03-01,1623640.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,14.300181716153293,0.6931471805599453,0.0,14.300181716153293,0.0,0.0,1
365looks,|Artificial Intelligence|Technology|Fashion|, Fashion ,73047.0,operating,ESP,,2.0,2011-12-12,2011-12-01,2012-07-01,0.0,0.0,0.0,0,73047.0,1.0,0.0,0.0,0.0,11.198872038296177,1.0986122886681098,11.198872038296177,0.0,0.0,0.0,0
37coins,|Bitcoin|, Bitcoin ,25000.0,operating,USA,Sunnyvale,1.0,2014-01-01,2014-03-15,2014-03-15,0.0,0.0,0.0,0,25000.0,1.0,0.0,0.0,0.0,10.12667110305036,0.6931471805599453,10.12667110305036,0.0,0.0,0.0,2
37mhealth,|Mobile|, Mobile ,1629549.0,operating,CHN,,1.0,2013-01-01,2014-03-01,2014-03-01,0.0,0.0,0.0,0,1629549.0,1.0,0.0,0.0,0.0,14.303814461047976,0.6931471805599453,14.303814461047976,0.0,0.0,0.0,2
39 Health,|Health and Wellness|, Health and Wellness ,3750000.0,operating,,,2.0,,2006-03-01,2007-03-01,3750000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,15.137266664613225,1.0986122886681098,0.0,15.137266664613225,0.0,0.0,1
3BaysOver,|Online Travel|Networking|Travel|, Online Travel ,1719583.0,operating,CHE,Geneva,2.0,2011-08-01,2011-08-01,2014-07-10,0.0,0.0,0.0,0,1719583.0,1.0,0.0,0.0,0.0,14.35759295907156,1.0986122886681098,14.35759295907156,0.0,0.0,0.0,0
3C Plus,|Communications Hardware|Internet|Web Development|VoIP|Contact Centers|Cloud Computing|Customer Service|Software|, Web Development ,75000.0,operating,BRA,Curitiba,1.0,2013-01-10,2013-01-10,2013-01-10,0.0,0.0,0.0,0,75000.0,1.0,0.0,0.0,0.0,11.225256725762893,0.6931471805599453,11.225256725762893,0.0,0.0,0.0,2
3CI,|Biotechnology|, Biotechnology ,133620.0,operating,ITA,Bolzano,1.0,2008-01-01,2011-01-01,2011-01-01,0.0,0.0,0.0,0,133620.0,1.0,0.0,0.0,0.0,11.802762713361059,0.6931471805599453,11.802762713361059,0.0,0.0,0.0,2
3ClickEMR Corporation,|Health Care|iPad|Consumer Electronics|Electronic Health Records|Software|, Electronic Health Records ,500000.0,closed,USA,West Roxbury,2.0,2010-06-23,2010-06-23,2011-06-01,0.0,0.0,0.0,0,500000.0,1.0,0.0,0.0,0.0,13.122365377402328,1.0986122886681098,13.122365377402328,0.0,0.0,0.0,0
3D Biomatrix,|Biotechnology|, Biotechnology ,1465000.0,operating,USA,Ann Arbor,1.0,2010-01-01,2013-02-05,2013-02-05,0.0,0.0,0.0,0,1465000.0,1.0,0.0,0.0,0.0,14.19736648302693,0.6931471805599453,14.19736648302693,0.0,0.0,0.0,2
3D Control Systems,|Enterprise Software|, Enterprise Software ,28000.0,operating,USA,San Francisco,1.0,2013-03-01,2013-11-10,2013-11-10,0.0,0.0,0.0,0,28000.0,1.0,0.0,0.0,0.0,10.239995502805316,0.6931471805599453,10.239995502805316,0.0,0.0,0.0,2
3D FUTURE VISION II,|Games|, Games ,503000.0,closed,USA,Longwood,2.0,2011-01-01,2011-06-22,2013-03-21,503000.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,13.12834743715147,1.0986122886681098,0.0,13.12834743715147,0.0,0.0,1
3D Industri.es,|Search|Visualization|Supply Chain Management|Manufacturing|3D|Curated Web|, 3D ,1200000.0,operating,USA,Cincinnati,2.0,2011-01-01,2012-03-01,2013-03-01,0.0,0.0,0.0,0,1200000.0,1.0,0.0,0.0,0.0,13.997832948091215,1.0986122886681098,13.997832948091215,0.0,0.0,0.0,0
3D Sports Technology,|Software|, Software ,909940.0,operating,USA,Minneapolis,3.0,2010-01-01,2011-01-21,2013-07-25,909940.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,13.721135041226308,1.3862943611198906,0.0,13.721135041226308,0.0,0.0,1
3D Systems,|Software|, Software ,169500000.0,operating,USA,Rock Hill,3.0,1986-01-01,2014-01-15,2014-10-13,19500000.0,0.0,0.0,0,0.0,0.0,0.11504424778761062,0.0,0.0,18.948363490684486,1.3862943611198906,0.0,16.785925074816024,0.0,0.0,1
